cart_dwell_time_seconds,cart_pdp_bounce_count,reviews_expanded_count,idle_time_before_checkout,delivery_pincode_checked,cart_value_to_aov_ratio,delivery_fee_percentage,est_delivery_days,has_price_dropped_recently,hist_abandonment_rate,discount_sensitivity_score,past_return_rate,wishlist_item_count,payment_method_saved,is_abandoned
529.46,3,1,105.13,0,1.0315,0.0,2,1,0.4348,0.5474,0.0637,1,1,1
176.51,1,1,59.08,1,3.1252,10.0319,3,0,0.7618,0.5252,0.1883,2,0,1
159.17,4,2,196.39,3,1.8329,0.0,3,0,0.6279,0.6349,0.0336,2,0,0
319.64,4,4,89.91,0,1.1664,0.0,3,0,0.6369,0.4785,0.0061,1,1,1
156.6,3,0,96.55,1,1.4247,3.1717,6,0,0.2293,0.6004,0.0902,0,0,1
253.49,6,2,24.26,0,0.9243,5.8973,4,1,0.5132,0.6496,0.2171,0,0,1
216.41,2,4,181.04,2,1.1971,0.0,4,1,0.3956,0.2881,0.16,2,1,0
59.33,1,2,60.0,0,1.271,7.8278,2,0,0.7316,0.7458,0.0803,0,1,1
223.32,7,5,58.61,0,1.046,0.0,3,0,0.5045,0.5866,0.0946,1,0,1
470.1,2,1,47.43,3,1.7726,13.4631,8,1,0.0965,0.6255,0.0742,0,0,1
322.3,3,2,34.11,1,0.9283,9.5254,4,0,0.0275,0.2152,0.1352,1,0,0
249.55,2,1,68.27,4,1.4299,0.0,3,0,0.4265,0.4826,0.0517,1,0,1
280.27,6,1,106.96,3,1.024,0.0,3,0,0.5018,0.3889,0.197,0,1,0
153.44,2,4,66.56,1,2.1773,0.0,3,0,0.6141,0.3939,0.0211,3,0,1
199.13,2,2,89.91,1,1.5718,6.541,3,1,0.452,0.8516,0.0707,0,1,0
268.76,7,2,156.44,1,1.5274,0.0,3,1,0.3756,0.7522,0.0213,1,1,0
92.38,3,2,38.25,1,1.1156,0.0,4,0,0.721,0.4175,0.0911,0,0,1
335.44,3,6,98.56,1,1.65,0.0,4,0,0.3559,0.2724,0.286,0,0,1
357.79,3,1,143.9,1,1.1395,6.5713,4,1,0.6696,0.5071,0.1161,4,0,1
417.08,5,4,236.2,1,0.9055,0.0,2,0,0.1191,0.5006,0.0368,3,1,1
104.81,1,4,148.78,1,0.9871,0.0,4,0,0.1714,0.2383,0.0212,2,0,0
202.59,2,4,40.58,2,0.9545,12.5274,3,0,0.7342,0.5266,0.0446,2,1,1
92.84,1,4,54.55,0,0.8276,0.0,2,0,0.6073,0.1611,0.1242,2,0,0
312.09,1,2,90.46,3,1.1368,0.0,6,0,0.078,0.2889,0.1275,0,0,1
600.0,7,3,165.79,2,1.1793,0.0,7,1,0.468,0.4532,0.1835,3,0,1
407.11,2,2,188.98,0,0.9208,0.0,4,1,0.6442,0.8053,0.3428,1,0,1
83.5,2,2,97.51,2,2.0633,8.0942,2,0,0.2438,0.5652,0.1456,4,1,1
312.46,4,3,155.59,4,1.2008,0.0,6,1,0.4214,0.2726,0.1386,0,1,1
258.02,7,2,92.57,0,2.2263,0.0,1,0,0.2001,0.7233,0.031,1,1,0
149.39,1,0,64.95,2,1.3638,9.5305,6,1,0.6237,0.2483,0.0219,0,1,1
159.85,2,3,14.82,3,1.5996,0.0,6,1,0.6114,0.4746,0.0525,0,0,1
113.59,2,3,31.77,1,2.0106,0.0,5,1,0.2658,0.4739,0.0269,1,1,1
346.61,3,2,91.88,1,1.595,0.0,8,0,0.5477,0.6633,0.05,1,0,1
200.26,3,4,193.59,0,0.7087,0.0,7,0,0.5638,0.5935,0.2321,2,1,1
430.11,3,5,82.12,1,2.1465,10.8683,8,1,0.47,0.6144,0.2711,1,0,1
300.17,6,2,38.99,2,1.3083,0.0,5,0,0.4677,0.5737,0.0237,1,1,1
86.22,1,2,162.73,1,3.4061,0.0,3,0,0.1708,0.7951,0.0657,1,1,0
430.13,4,5,140.48,2,1.1094,0.0,4,1,0.6005,0.3592,0.1759,3,0,1
266.67,5,6,203.56,1,0.779,5.6201,2,0,0.3395,0.447,0.1002,2,1,1
151.44,0,2,96.86,3,1.3038,0.0,7,0,0.3472,0.6178,0.0219,0,1,0
306.99,3,4,93.42,0,2.0949,0.0,4,1,0.2305,0.3025,0.1249,0,0,0
82.71,2,0,16.39,2,0.6449,0.0,3,1,0.3443,0.1687,0.0686,0,1,1
312.23,5,2,140.2,1,1.0521,0.0,5,0,0.3816,0.491,0.1048,1,1,1
266.68,3,4,53.98,1,1.5913,13.7141,2,0,0.5134,0.4708,0.0667,2,0,1
207.43,2,2,61.34,1,2.1787,5.2353,9,0,0.3557,0.5333,0.0714,1,1,1
299.88,1,2,188.15,1,1.6451,0.0,5,0,0.1417,0.8852,0.0546,1,0,1
240.8,2,1,56.83,1,1.2276,12.7199,6,0,0.2979,0.645,0.0425,1,0,1
123.81,0,0,99.83,2,2.9895,5.1968,2,0,0.5353,0.5939,0.1246,1,1,0
336.83,3,4,125.56,2,0.9906,8.3232,8,0,0.2919,0.4508,0.0347,1,1,1
600.0,4,5,103.43,1,0.9923,0.0,3,0,0.5036,0.2461,0.1609,2,1,0
341.28,4,5,153.08,0,1.8679,3.7813,2,0,0.545,0.6983,0.2372,3,1,1
391.31,3,4,123.77,0,1.1493,0.0,3,1,0.7648,0.6883,0.1631,3,0,0
399.22,5,5,43.79,1,0.8096,0.0,7,0,0.4558,0.3205,0.1164,5,0,1
453.95,8,1,31.69,0,1.4353,6.1435,3,1,0.201,0.6717,0.055,2,0,0
154.22,2,3,98.72,1,1.3482,10.6448,2,0,0.0511,0.442,0.0531,0,0,1
290.04,5,6,128.28,1,0.7862,9.0934,2,0,0.1927,0.7887,0.1545,0,1,1
104.45,1,2,100.3,0,0.9004,0.0,3,0,0.1752,0.3134,0.1203,1,0,1
295.86,2,5,78.12,1,1.2822,0.0,4,0,0.4085,0.6691,0.2097,2,0,0
597.67,3,1,92.69,0,1.2684,0.0,4,0,0.8156,0.4257,0.2176,3,1,1
335.97,3,3,240.22,0,1.9195,7.8074,4,0,0.7442,0.5927,0.075,1,0,1
381.61,3,3,64.45,0,1.5471,8.8522,2,0,0.2573,0.3517,0.1704,1,1,1
242.6,3,0,16.64,2,1.3305,0.0,7,0,0.4168,0.5152,0.1121,2,0,1
205.54,1,1,18.22,1,1.465,0.0,3,1,0.3856,0.2824,0.2789,0,1,1
80.11,0,1,168.55,1,1.4062,0.0,4,1,0.6366,0.3777,0.1614,0,1,0
198.29,2,0,55.66,1,1.1175,0.0,1,0,0.0768,0.1874,0.1756,2,1,1
287.23,3,3,140.04,3,1.2119,0.0,3,0,0.7066,0.6736,0.0726,0,0,1
321.52,5,1,85.57,1,0.6911,8.4265,9,0,0.33,0.3931,0.1472,1,1,0
585.12,3,1,57.75,1,1.3143,0.0,3,0,0.2547,0.6765,0.0292,0,1,1
241.33,4,1,63.04,0,0.6978,4.9762,3,0,0.166,0.5271,0.0959,0,0,1
335.6,5,5,127.42,1,0.5405,0.0,3,0,0.5859,0.4035,0.0804,0,1,1
147.77,2,4,105.96,1,0.9869,0.0,5,0,0.5351,0.4012,0.1935,1,0,0
211.8,2,2,23.47,1,0.7931,0.0,4,1,0.1913,0.3169,0.1542,1,0,0
126.16,3,3,60.62,1,1.2855,0.0,6,1,0.4002,0.4758,0.0913,0,0,0
154.67,4,0,85.09,1,0.6204,8.0238,6,1,0.5901,0.6535,0.1273,1,1,0
141.91,3,3,80.08,0,1.2018,4.241,1,0,0.2657,0.4817,0.1687,2,1,1
246.36,4,1,84.76,1,1.7073,7.7143,4,0,0.7294,0.7771,0.2417,1,1,1
538.63,2,4,125.84,0,1.4665,0.0,2,0,0.3352,0.1974,0.0863,1,0,1
239.23,5,2,12.29,2,1.6399,0.0,4,1,0.4443,0.6786,0.0082,1,0,0
280.65,1,2,151.16,2,0.9729,12.3402,9,1,0.5205,0.3468,0.0228,0,1,1
339.98,2,5,70.26,4,0.6796,0.0,5,0,0.7728,0.3759,0.3294,3,0,1
235.24,5,2,119.19,1,2.7988,0.0,6,0,0.2918,0.7993,0.2159,1,0,0
434.07,5,4,120.57,0,1.402,0.0,4,1,0.0721,0.5074,0.042,0,0,1
321.92,3,6,127.06,0,0.6885,3.8535,4,0,0.3997,0.3091,0.1001,1,0,1
438.11,3,1,75.83,0,0.4787,0.0,2,0,0.2809,0.3971,0.1135,1,1,0
107.58,2,3,203.63,0,1.2111,10.5731,1,0,0.8102,0.5843,0.1647,3,1,1
200.48,0,2,87.64,1,1.5698,0.0,5,0,0.5114,0.4348,0.1381,1,1,0
110.73,2,3,129.27,1,0.8943,0.0,3,0,0.5204,0.4659,0.2028,3,0,1
524.01,2,1,92.95,3,1.4163,0.0,2,0,0.4452,0.5599,0.0957,1,1,0
459.76,9,2,110.3,3,0.9804,4.3648,5,0,0.3463,0.1422,0.1045,2,0,1
201.46,2,1,29.53,1,0.7165,0.2085,2,0,0.5585,0.195,0.1828,1,0,0
211.23,4,3,135.73,1,0.4639,0.0,1,0,0.3686,0.3081,0.0599,0,1,0
511.13,4,2,60.53,2,2.9506,0.0,8,0,0.6837,0.4667,0.1255,0,1,1
88.87,2,2,32.69,0,2.2101,0.0,4,1,0.8277,0.3117,0.1326,1,0,1
70.64,2,1,18.08,1,1.0628,8.6758,5,0,0.343,0.5901,0.0421,0,1,0
466.67,5,3,135.17,2,1.6461,7.4357,4,1,0.4381,0.5833,0.1014,1,1,1
218.48,2,2,62.29,0,1.394,0.0,3,0,0.7731,0.4798,0.2468,2,0,1
320.94,2,0,180.25,2,0.8137,0.0,8,1,0.7732,0.6256,0.1115,0,1,0
348.54,5,3,53.24,2,0.4701,0.0,4,0,0.1367,0.5567,0.1566,2,0,0
294.82,5,5,155.52,1,2.3761,11.225,4,0,0.4483,0.5126,0.1592,2,0,1
220.42,2,1,60.06,1,2.3737,0.0,8,0,0.3299,0.3396,0.1525,0,1,1
600.0,5,7,78.39,2,1.2252,0.0,5,0,0.3171,0.3027,0.1998,0,0,1
115.71,2,2,53.96,4,0.5197,5.5472,6,0,0.7412,0.2616,0.1436,1,1,1
386.4,1,1,165.79,3,2.2227,0.0,2,0,0.1348,0.4395,0.2208,0,0,1
199.59,6,1,111.64,1,1.2509,0.0,5,0,0.4571,0.4574,0.0893,2,0,0
600.0,3,3,143.48,0,1.4361,2.8525,5,0,0.4959,0.4576,0.1469,5,1,1
212.17,3,1,109.54,3,1.7823,0.0,3,0,0.5402,0.571,0.0362,0,1,1
452.09,3,2,165.18,0,0.8243,0.0,3,0,0.2026,0.4271,0.1441,5,0,0
424.82,8,3,185.61,2,1.453,0.0,8,0,0.5314,0.5167,0.0352,2,1,1
372.76,2,3,92.69,2,0.6572,11.2134,8,0,0.6271,0.4601,0.1169,0,1,1
206.63,6,6,94.32,0,1.4217,5.2541,3,0,0.8544,0.2218,0.2047,2,1,1
64.56,0,3,38.96,0,0.7338,0.0,3,0,0.4888,0.37,0.0149,0,1,0
111.51,2,3,8.43,2,1.0497,0.0,3,1,0.5273,0.5836,0.1597,0,1,0
367.8,3,4,165.72,0,1.3221,0.0,5,0,0.2139,0.6849,0.2516,3,1,1
376.34,4,3,85.34,1,1.0631,0.0,10,0,0.5683,0.582,0.0178,1,1,1
310.94,4,4,242.65,1,0.9805,0.0,4,1,0.6475,0.5089,0.1808,0,0,1
84.9,1,2,138.41,0,0.9163,8.2366,8,0,0.3683,0.2867,0.0733,2,0,0
600.0,4,0,97.3,1,0.9799,0.0,3,1,0.4607,0.6063,0.1772,2,0,0
483.9,2,3,33.57,1,2.2814,8.9348,5,0,0.5263,0.5316,0.1654,0,0,1
370.55,2,1,86.96,1,1.4259,12.0738,1,0,0.0921,0.5523,0.0239,0,1,1
164.53,1,0,93.9,1,2.4043,0.0,7,0,0.4154,0.6822,0.0575,0,1,1
414.11,8,4,123.11,1,1.2637,5.1872,8,0,0.5914,0.4568,0.0144,2,1,1
158.37,1,1,91.33,1,1.3809,0.0,2,1,0.1312,0.726,0.0106,1,0,0
470.97,10,5,78.25,1,1.3624,0.0,5,0,0.7187,0.7361,0.0863,2,0,1
249.33,1,0,108.1,2,2.0975,0.0,1,1,0.3227,0.8,0.2218,1,1,0
389.98,4,2,20.82,3,1.4432,0.0,2,1,0.8241,0.7335,0.1564,3,0,1
329.07,1,4,168.82,0,1.6138,9.5206,3,0,0.7696,0.4445,0.1749,2,1,1
234.53,1,4,44.57,2,1.0727,0.0,6,0,0.8298,0.3332,0.307,3,1,0
124.0,3,1,238.74,2,0.8486,0.0,1,0,0.2186,0.3145,0.0189,2,0,1
282.16,4,3,189.64,1,1.1193,0.0,5,0,0.4245,0.5012,0.0884,5,0,1
72.0,2,2,149.12,1,1.4139,0.0,5,0,0.463,0.4117,0.0882,1,1,0
236.81,2,0,108.71,0,1.7265,0.0,1,0,0.7233,0.5214,0.0187,0,1,1
121.08,0,3,8.24,1,0.4506,8.3163,2,0,0.1591,0.3763,0.0578,1,0,1
331.13,1,5,189.06,3,2.6581,0.0,7,1,0.2145,0.701,0.141,1,1,1
401.22,7,6,87.65,0,1.0725,2.8608,4,1,0.2768,0.6212,0.315,2,1,1
511.12,2,4,146.45,1,1.0484,0.0,2,0,0.4537,0.543,0.265,1,1,0
219.81,5,3,113.54,1,1.0571,12.2555,6,0,0.3492,0.4586,0.173,1,0,1
114.94,2,2,11.67,0,0.5361,4.1882,2,0,0.2679,0.225,0.1015,1,0,0
466.71,2,1,79.98,2,1.2807,1.5743,3,0,0.6846,0.7726,0.1094,1,1,1
280.98,3,3,145.6,1,1.4965,0.0,5,0,0.5511,0.3755,0.0259,0,1,0
221.7,2,2,67.92,1,2.7573,1.735,2,0,0.318,0.5218,0.1447,0,1,1
600.0,8,2,119.5,3,0.6685,7.9613,6,1,0.2771,0.5922,0.1069,4,1,1
105.12,1,1,94.44,2,2.4966,0.0,5,0,0.0283,0.6967,0.2268,0,1,1
188.09,4,1,27.49,1,1.2407,0.0,2,1,0.7075,0.6731,0.1881,2,0,0
165.22,3,3,113.92,1,2.0402,0.0,7,1,0.7427,0.7505,0.1673,1,0,1
287.89,3,2,18.81,0,0.5018,0.0,4,0,0.525,0.2544,0.1023,1,0,1
159.34,3,3,117.78,1,2.7225,0.0,6,0,0.4097,0.3469,0.1206,0,0,1
75.72,1,1,86.66,1,1.1066,0.0,6,0,0.7091,0.3346,0.0586,0,0,1
163.89,2,2,34.31,3,2.5285,1.8683,9,0,0.4024,0.6271,0.0708,0,1,1
216.61,6,3,162.35,2,1.7073,5.0408,5,0,0.573,0.6123,0.193,1,1,1
282.86,2,3,104.32,0,1.577,0.0,7,1,0.3313,0.5188,0.0211,2,0,0
260.08,3,4,128.51,0,1.0811,0.0,6,0,0.8078,0.446,0.1132,1,0,1
264.89,6,2,136.79,2,2.2542,0.0,6,1,0.7372,0.5038,0.1074,2,0,1
117.46,2,2,127.78,3,2.1449,0.0,7,0,0.2266,0.7351,0.314,1,1,1
242.96,1,0,22.56,1,0.8248,0.0,4,1,0.1645,0.6757,0.0952,2,1,1
323.88,2,1,161.7,1,2.0214,10.3925,7,0,0.3922,0.4644,0.1607,2,0,1
242.08,3,0,191.93,2,0.9624,6.8531,4,1,0.7672,0.4576,0.0912,0,0,1
368.77,3,2,27.58,1,1.1941,8.9296,5,0,0.4891,0.3672,0.2118,2,1,0
243.69,2,0,76.62,2,1.5257,0.0,2,0,0.1559,0.587,0.0153,1,1,0
220.98,3,4,161.03,1,0.8639,0.0,2,1,0.4615,0.6558,0.1121,0,0,1
231.16,3,1,53.03,2,1.8568,0.0,2,0,0.094,0.2593,0.1947,1,0,1
228.36,1,2,21.63,1,1.1583,0.0,5,0,0.1443,0.1841,0.0634,1,0,0
350.59,3,2,89.63,2,1.3636,0.0,6,0,0.1309,0.5219,0.1375,1,1,1
243.9,2,3,113.58,1,0.6159,0.0,3,1,0.6457,0.4268,0.0501,2,0,0
195.24,3,3,112.82,0,0.7971,7.7229,4,0,0.7127,0.7021,0.0828,2,0,1
259.79,3,1,92.76,2,2.2541,5.0961,6,1,0.5148,0.7598,0.1189,4,1,1
299.64,3,5,77.76,0,1.8407,0.0,4,0,0.2702,0.531,0.1811,1,0,1
254.76,3,4,21.93,0,1.4488,7.0767,2,1,0.3123,0.3048,0.2445,0,0,0
336.04,6,3,134.32,0,1.2142,0.0,4,0,0.3177,0.3868,0.1746,2,1,1
231.0,4,4,122.65,3,1.179,0.0,6,0,0.4467,0.3104,0.1455,1,0,1
215.21,2,2,185.33,1,1.0609,6.9596,4,0,0.3554,0.5415,0.0832,0,0,1
107.3,0,2,83.88,2,2.367,0.0,4,1,0.7648,0.6001,0.0583,2,1,0
358.36,5,3,172.72,1,0.6645,0.0,8,0,0.5467,0.4113,0.1865,2,0,1
330.02,3,2,109.86,3,0.9567,0.0,10,0,0.3192,0.3344,0.0414,0,0,1
210.93,2,5,66.74,1,0.9625,11.6544,4,0,0.6789,0.3531,0.1019,1,1,0
94.61,2,2,79.36,2,1.9028,5.7654,7,1,0.4625,0.6286,0.0504,1,0,1
441.06,10,6,167.58,0,1.7704,5.2654,5,1,0.7502,0.816,0.1814,2,1,1
47.2,0,2,80.94,2,1.2867,0.0,3,0,0.5605,0.5296,0.0812,1,0,0
523.16,3,3,212.73,3,1.9931,8.6151,4,0,0.2696,0.3831,0.1473,2,0,1
166.11,2,1,218.85,0,1.6937,0.0,2,1,0.4936,0.3865,0.069,0,1,1
355.06,7,3,35.31,0,0.9305,0.0,3,1,0.244,0.3148,0.1635,1,0,0
427.17,3,4,150.38,1,1.1221,7.9432,1,1,0.6073,0.5336,0.1308,4,0,1
504.66,5,4,113.11,2,2.5258,0.0,6,0,0.532,0.5991,0.1773,1,0,1
364.71,8,2,185.37,2,0.3756,4.0179,5,0,0.6861,0.4647,0.1356,1,0,1
303.75,1,3,78.24,0,0.769,3.4777,1,0,0.8649,0.5732,0.0654,0,0,0
490.64,2,3,58.49,1,0.8788,6.4522,1,0,0.2048,0.5634,0.3884,3,1,0
312.26,2,3,19.37,0,0.8235,0.0,4,1,0.124,0.202,0.0436,1,0,0
104.72,1,2,114.11,0,1.6146,9.8759,1,0,0.5516,0.5718,0.0437,2,1,0
195.54,5,0,126.0,2,0.9933,0.0,3,0,0.6663,0.6759,0.0633,1,0,0
309.46,2,4,102.04,3,1.4022,0.0,5,0,0.6057,0.454,0.0612,2,0,0
234.08,2,2,94.74,2,0.7194,0.0,6,1,0.1729,0.3861,0.1727,0,0,1
161.68,1,2,34.95,1,1.3547,10.3773,2,1,0.6195,0.7146,0.0401,0,0,1
164.4,5,2,167.15,1,0.4917,9.6698,6,0,0.669,0.3434,0.2679,1,1,1
66.18,1,4,85.95,1,0.9293,2.0152,5,0,0.3786,0.3645,0.2118,0,0,1
231.22,1,1,175.62,1,1.6135,0.0,9,0,0.5045,0.4432,0.0469,2,1,1
277.22,2,1,9.67,1,0.7996,1.46,5,0,0.621,0.481,0.1195,0,0,1
367.16,2,3,9.67,0,3.7608,0.0,6,0,0.5585,0.5027,0.1736,3,0,1
65.97,1,3,15.39,1,1.227,0.0,10,1,0.1527,0.3605,0.0109,0,1,0
288.29,3,0,76.21,0,0.9729,0.0,6,0,0.5324,0.2715,0.1815,2,0,1
129.19,0,4,45.45,3,0.6302,0.0,7,1,0.6848,0.2748,0.1762,2,0,1
242.66,0,5,120.54,0,1.3832,0.0,1,0,0.7592,0.3116,0.1281,0,0,0
141.77,2,0,62.74,0,0.5593,8.1947,3,0,0.4386,0.284,0.2118,0,1,0
127.34,3,4,29.94,0,1.7348,0.0,7,0,0.3481,0.7563,0.0676,1,0,1
238.81,6,3,77.32,0,2.2156,0.0,5,1,0.3824,0.5608,0.0888,3,1,0
600.0,9,2,144.28,1,1.1875,0.0,4,0,0.5846,0.6154,0.2006,2,0,0
319.37,7,2,53.19,1,2.8192,0.0,6,0,0.7949,0.5606,0.2141,2,0,1
275.29,2,2,157.15,1,2.6592,0.0,4,0,0.1225,0.7586,0.1212,3,0,1
414.9,5,5,188.59,2,0.7116,2.4279,7,1,0.507,0.1115,0.1525,2,1,1
332.54,2,1,48.79,0,1.3389,0.0,9,1,0.396,0.4668,0.3378,1,1,0
196.54,0,4,75.92,1,2.1744,0.0,5,0,0.6744,0.6348,0.0233,0,1,1
476.15,4,3,120.62,1,0.886,0.0,3,0,0.6073,0.6674,0.053,2,1,1
251.69,4,5,88.65,1,0.7807,2.1627,3,0,0.0325,0.4965,0.0259,1,1,0
314.51,5,4,70.57,0,0.8142,0.0,3,0,0.3156,0.7584,0.1335,1,1,1
228.07,3,1,121.41,2,1.0715,9.5472,8,1,0.3429,0.6779,0.1116,3,1,0
195.74,2,2,95.19,1,0.4882,2.5882,9,0,0.3084,0.4314,0.0945,2,1,0
237.93,2,0,20.38,2,2.5387,5.0528,6,0,0.4964,0.5916,0.1208,0,0,1
600.0,4,6,191.86,1,1.272,0.0,4,0,0.4596,0.6691,0.2237,0,1,1
290.22,3,5,132.18,1,1.3081,10.1066,6,1,0.4216,0.6413,0.3056,3,1,1
381.29,4,3,9.11,0,1.4354,0.0,3,0,0.3613,0.5324,0.4178,0,0,0
365.69,6,4,229.72,0,0.9406,11.0624,2,0,0.3843,0.4076,0.2384,0,0,1
183.3,0,5,62.5,1,0.7644,7.3907,4,1,0.3203,0.1487,0.0892,3,1,0
84.58,0,1,43.3,4,1.0186,5.4136,6,0,0.1497,0.3817,0.1972,0,1,1
197.23,1,2,134.32,1,0.9573,0.0,6,0,0.4027,0.5478,0.1545,1,1,0
482.62,6,0,65.61,0,0.9881,12.0136,4,0,0.6889,0.2322,0.0084,0,0,0
238.66,1,3,162.8,1,0.6175,3.0107,3,0,0.1923,0.4374,0.0121,2,1,0
305.58,3,1,117.86,0,1.3155,10.0632,8,0,0.6104,0.4773,0.1201,1,0,1
330.68,2,1,190.93,3,0.7087,7.7096,8,0,0.194,0.5143,0.0619,1,0,1
194.16,5,0,78.64,0,1.4541,0.0,8,0,0.8998,0.3811,0.1612,1,0,1
286.38,2,5,87.74,1,1.5752,0.0,4,0,0.3442,0.5534,0.2846,2,1,1
283.7,2,1,164.39,0,0.796,7.6176,4,0,0.5498,0.3532,0.0556,0,0,0
446.58,6,4,129.68,2,1.8362,0.0,6,0,0.2144,0.7649,0.2639,3,1,1
294.41,4,3,123.68,2,1.4846,0.0,5,0,0.5293,0.3099,0.2887,3,0,1
462.35,6,4,87.25,0,0.8072,0.0,5,0,0.722,0.263,0.1438,3,0,1
269.91,1,1,92.09,1,1.1095,0.0,2,0,0.39,0.4379,0.1111,1,1,0
257.92,1,0,37.37,1,0.9794,5.8121,4,0,0.3096,0.5483,0.0411,0,1,0
500.97,5,2,48.16,0,2.1398,0.0,3,1,0.5459,0.7072,0.087,1,0,1
600.0,8,3,97.28,3,2.4249,7.3934,7,0,0.6497,0.4409,0.1247,1,0,1
165.31,1,5,159.84,1,0.4517,0.0,1,0,0.205,0.1283,0.1156,0,0,0
368.38,2,5,126.76,2,2.3211,0.0,5,0,0.676,0.7103,0.0946,2,0,0
56.56,0,2,29.03,0,1.3284,1.3326,1,0,0.4032,0.2656,0.1086,0,1,0
223.86,3,4,46.49,0,1.3455,4.7121,5,1,0.7486,0.5103,0.0996,3,1,1
269.23,1,3,96.42,2,1.1288,0.0,4,0,0.7376,0.2967,0.1172,2,1,1
251.8,3,1,84.53,1,0.9289,0.0,6,0,0.6665,0.7069,0.0415,0,0,1
100.76,2,2,122.96,0,1.373,0.0,4,0,0.5863,0.7938,0.0954,1,0,0
239.1,4,2,118.14,1,0.8279,9.5788,2,0,0.5833,0.1792,0.2003,2,0,0
241.04,4,5,59.39,1,0.7933,9.5624,2,0,0.4805,0.3578,0.1329,0,1,1
351.66,0,0,93.61,3,2.1332,0.0,10,1,0.2175,0.4724,0.0812,2,0,1
587.83,3,4,190.95,1,0.9752,11.0602,4,0,0.3078,0.3239,0.2551,1,1,1
168.91,2,4,122.23,2,1.8566,9.2471,9,1,0.0574,0.5821,0.0865,1,1,1
100.4,0,0,47.24,1,1.5415,0.0,5,0,0.7516,0.6335,0.0254,0,1,0
162.67,3,3,54.51,1,2.1142,10.3582,4,1,0.3323,0.5506,0.0403,3,0,1
185.6,1,1,40.5,3,1.1325,0.0,6,0,0.3998,0.405,0.0141,1,0,1
277.53,1,4,9.55,1,0.4207,0.0,2,1,0.7016,0.6033,0.0472,2,0,0
106.61,2,1,50.59,3,1.0315,6.354,3,0,0.3287,0.3072,0.1166,2,0,0
89.84,1,1,60.78,0,1.2993,0.0,2,1,0.3623,0.5473,0.1289,0,0,0
537.91,7,5,145.25,1,0.794,0.0,4,1,0.81,0.6736,0.1703,1,1,1
117.29,0,2,44.09,1,1.4097,2.0045,4,0,0.4609,0.6204,0.1273,3,1,0
315.61,0,3,217.33,1,0.9918,11.3885,9,1,0.107,0.206,0.3015,1,1,1
247.65,0,1,25.48,2,1.7538,0.0,4,0,0.1062,0.4382,0.2353,1,1,0
310.58,0,0,105.14,0,1.1643,0.0,8,1,0.2858,0.4994,0.0651,1,0,0
404.84,2,1,37.88,0,1.4733,0.0,4,0,0.6226,0.5123,0.1182,2,1,1
193.82,2,2,23.02,0,1.6619,0.0,4,1,0.6271,0.1035,0.0446,2,0,0
362.42,5,1,113.07,0,0.6989,0.0,1,0,0.1075,0.3532,0.1192,2,0,1
472.03,7,3,192.78,1,1.0361,0.0,6,0,0.5952,0.6475,0.0393,1,0,0
390.06,3,3,170.96,0,0.5755,7.7759,2,0,0.8044,0.2794,0.113,1,0,1
336.03,4,4,192.76,0,1.6311,6.5073,3,1,0.5533,0.7892,0.241,1,0,1
330.76,4,5,57.84,0,0.4219,6.2799,7,0,0.4818,0.5746,0.0537,1,0,1
527.38,5,3,29.64,1,2.8171,0.0,5,0,0.1807,0.6887,0.1677,0,1,1
392.34,3,3,33.98,2,1.1293,0.0,5,1,0.3532,0.4605,0.1462,2,1,0
600.0,7,4,125.15,0,4.0,0.0,2,0,0.6731,0.5016,0.0234,4,0,1
185.19,1,4,132.43,2,1.3654,0.0,10,0,0.5067,0.3678,0.0074,1,0,1
92.57,2,2,129.79,1,1.9079,0.0,2,1,0.1826,0.4765,0.1726,2,0,1
208.19,1,1,91.53,1,1.2145,0.0,4,0,0.2324,0.6821,0.0897,1,0,1
411.94,3,5,111.45,0,1.4729,0.0,3,0,0.7375,0.7123,0.2352,2,0,1
261.59,2,2,20.88,1,2.4392,8.5236,5,1,0.3924,0.6746,0.2654,2,1,1
113.74,1,2,152.53,1,1.1749,9.1262,2,0,0.5128,0.2172,0.0716,4,0,0
244.58,3,2,33.76,0,0.5722,9.96,1,0,0.323,0.5941,0.0468,1,1,0
600.0,1,3,122.0,1,0.8929,0.0,3,0,0.4779,0.6245,0.0848,3,1,0
460.6,0,3,47.54,1,1.6144,5.5802,9,0,0.6175,0.1364,0.0893,3,1,0
135.08,1,3,65.91,1,1.0172,0.0,5,0,0.7773,0.2957,0.1365,0,0,0
103.43,1,1,98.59,1,1.0709,0.0,4,0,0.3696,0.5435,0.0824,0,1,0
290.4,4,3,93.59,1,0.671,4.3624,5,0,0.6098,0.5122,0.0984,2,0,1
85.7,0,2,37.73,0,0.9338,0.0,2,1,0.6093,0.3755,0.0481,0,0,1
214.46,2,0,50.92,0,0.6606,0.0,6,0,0.309,0.4959,0.0658,1,0,1
150.73,2,2,22.21,0,0.5959,8.0874,2,1,0.3652,0.2516,0.1085,1,0,1
231.97,3,0,104.4,1,1.9784,9.1322,7,0,0.2339,0.3288,0.0364,0,1,1
268.38,4,0,77.65,0,1.8273,0.0,3,1,0.5083,0.6867,0.0194,0,0,1
394.69,1,5,135.28,0,1.4903,0.0,5,0,0.3106,0.3798,0.0235,4,1,0
117.84,0,1,81.56,5,1.374,0.0,5,1,0.2574,0.4962,0.3139,2,1,1
